,epoch,train_loss,train_score,val_loss,val_score
0,40,0.18147776634074173,0.9314904121252207,0.1731091403961182,0.9295000195503235
1,40,0.1192969771531912,0.922956761259299,0.13789268851280212,0.9227500295639038
2,40,0.11512077427827395,0.9361779093742371,0.12471741318702699,0.9352500247955322
3,40,0.11340996121557857,0.5659855885001329,0.3471172749996185,0.5487500107288361
4,40,0.10759007114057355,0.9681490648251313,0.11354846298694612,0.9635000252723693
5,40,0.10793756149136101,0.9623798258029498,0.12011460572481159,0.956500027179718
6,40,0.10731966220415558,0.964182721880766,0.11648624539375307,0.9630000281333924
7,40,0.10073274273711903,0.938341369995704,0.13652882725000384,0.9377500247955323
8,40,0.09856438622451746,0.9650240609279046,0.10520830184221269,0.9595000267028808
9,40,0.09805593883188869,0.9557692569035751,0.11076208859682082,0.9485000348091126
10,40,0.09458993317989202,0.9712740561136832,0.10935483813285826,0.9672500157356262
11,40,0.09373079068385634,0.9638221367047384,0.10054531216621398,0.9597500252723694
12,40,0.09409005223558502,0.9709134824000872,0.10485269814729689,0.9677500176429749
13,40,0.0910902662345996,0.9741586733322877,0.11552475422620773,0.9667500257492065
14,40,0.09038077824963975,0.971274060698656,0.12007973641157148,0.9667500162124634
15,40,0.0852081560744689,0.9799279054770103,0.09189922779798508,0.9717500185966492
16,40,0.08266235185930362,0.9800480913657409,0.09082435473799706,0.9725000309944153
17,40,0.0817109654442622,0.9799278997457944,0.08964433312416074,0.971750020980835
18,40,0.08063068298193125,0.9800480879270114,0.09061965256929397,0.9717500257492065
19,40,0.08046386161675821,0.9814903965363135,0.08888542979955674,0.9720000219345093
20,40,0.07942162633228764,0.9805288589917697,0.08981427550315858,0.9705000138282776
21,40,0.07929239579691336,0.9826923253444525,0.08861628741025926,0.972750027179718
22,40,0.07822038813565786,0.9812500110039344,0.08764125376939774,0.971500015258789
23,40,0.07788464785195316,0.9831730918242381,0.08858542501926421,0.9707500195503235
24,40,0.07698859582440212,0.9812500178813934,0.08838581830263138,0.9717500185966492
25,40,0.07667705302055065,0.9854567383344357,0.088498245626688,0.9732500195503235
26,40,0.07626547033970171,0.9846153969948108,0.09046773552894591,0.9730000138282776
27,40,0.07609290608133261,0.9852163539482997,0.08914608776569365,0.972250018119812
28,40,0.07526117384147185,0.9862980819665469,0.0896979421377182,0.972500023841858
29,40,0.07515828218311073,0.9849759730008932,0.08854249000549318,0.9702500128746032
30,40,0.07313778459166106,0.9867788564700347,0.08694686710834504,0.9745000219345092
31,40,0.07244736987810872,0.9871394370610898,0.08678139016032219,0.9737500143051148
32,40,0.07253972304841645,0.9873798168622531,0.08675165921449662,0.9755000162124634
33,40,0.07220065779983996,0.987139432476117,0.08758124738931654,0.9730000114440918
34,40,0.07206470483484174,0.9872596240960635,0.08716013461351393,0.9745000243186951
35,40,0.07193399213541013,0.9870192374174411,0.08676795959472658,0.9730000209808349
36,40,0.07163934825131527,0.9870192420024139,0.08807155787944794,0.9732500147819519
37,40,0.07186136788760239,0.9875000084821994,0.08843549877405166,0.9737500214576721
38,40,0.07169312518090012,0.9877403905758491,0.0878264656662941,0.9742500162124634
39,40,0.07191789021285679,0.9878605833420386,0.08790373742580417,0.9722500157356262
